Health System,Hospital,State,URL,Site,Contact Info,Notes,Contacted
,YOAKUM COMMUNITY HOSPITAL,TX,,,,,
,LORETTO HOSPITAL,IL,,,,,
,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,IL,,,,,
,GOLDEN PLAINS COMMUNITY HOSPITAL,TX,,,,,
,THOREK MEMORIAL HOSPITAL,IL,,,,,
,JOHN H STROGER JR HOSPITAL,IL,,,,,
,MERCY HOSPITAL AND MEDICAL CENTER,IL,,,,,
,LITTLE COMPANY OF MARY HOSPITAL,IL,,,,,
,ADVOCATE NORTHSIDE HEALTH NETWORK DBA ILLINOIS MASONIC MEDICAL CENTER,IL,,,,,
,METHODIST HOSPITAL OF CHICAGO,IL,,,,,
,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,,,,,
,LUTHERAN GENERAL HOSPITAL ADVOCATE,IL,,,,,
,NORTHWEST COMMUNITY HOSPITAL,IL,,,,,
,ALEXIAN BROTHERS MEDICAL CENTER,IL,,,,,
,NORTHWESTERN MEMORIAL HOSPITAL,IL,,,,,
,ST ALEXIUS MEDICAL CENTER,IL,,,,,
,PROVIDENT HOSPITAL OF COOK COUNTY,IL,,,,,
,RUSSELL COUNTY HOSPITAL,RUSSELL SPRINGS,,,,,
,RALEIGH GENERAL HOSPITAL,WV,,,,,
,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CENTER,KY,,,,,
,UNION HOSPITAL OF CECIL COUNTY,MD,,,,,
,BAPTIST HEALTH LOUISVILLE,KY,,,,,
,JEWISH HOSPITAL & ST. MARY'S HEALTHCARE,KY,,,,,
,KINDRED HOSPITAL - LOUISVILLE,KY,,,,,
,OUR LADY OF PEACE,KY,,,,,
,UNIVERSITY OF LOUISVILLE HOSPITAL,KY,,,,,
,PAUL B HALL REGIONAL MEDICAL CENTER,KY,,,,,
,JEFFERSON MEDICAL CENTER,WV,,,,,
,PLATEAU MEDICAL CENTER,WV,,,,,
,MINNIE HAMILTON HEALTH CARE CENTER,WV,,,,,
,ST MARY'S MEDICAL CENTER,WV,,,,,
,PRINCETON COMMUNITY HOSPITAL,PRINCETON,,,,,
,PLEASANT VALLEY HOSPITAL,WV,,,,,
,BOONE MEMORIAL HOSPITAL,WV,,,,,
,POCAHONTAS MEMORIAL HOSPITAL,BUCKEYE,,,,,
,PRESTON MEMORIAL HOSPITAL,WV,,,,,
,WILLIAM R SHARPE JR HOSPITAL,WV,,,,,
,UNIVERSITY OF KANSAS HOSPITAL TRANSPLANT CENTER,KS,,,,,
,ST JOSEPH HOSPITAL,WV,,,,,
,BERKELEY MEDICAL CENTER,WV,,,,,
,WEST VIRGINIA UNIVERSITY HOSPITALS,WV,,,,,
,REYNOLDS MEMORIAL HOSPITAL,WV,,,,,
,ST ANTHONYS MEMORIAL HOSPITAL,IL,,,,,
,MEADOWVIEW REGIONAL MEDICAL CENTER,KY,,,,,
,ST. ELIZABETH FLORENCE,KY,,,,,
,PINEVILLE COMMUNITY HOSPITAL,KY,,,,,
,GENESIS HEALTH SYSTEM DBA GENESIS MEDICAL CENTER - SILVIS,IL,,,,,
,TRINITY MEDICAL CENTER(WEST) DBA TRINITY ROCK ISLAND,IL,,,,,
,MEMORIAL MEDICAL CENTER,IL,,,,,
,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,KY,,,,,
,THE CARLE FOUNDATION HOSPITAL,IL,,,,,
,SPOONER HOSPITAL SYS,WI,,,,,
,SPRING VIEW HOSPITAL,KY,,,,,
,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,KY,,,,,
,HUTCHINGS PSYCHIATRIC CENTER,NY,,,,,
,CALDWELL MEDICAL CENTER,KY,,,,,
,T J SAMSON COMMUNITY HOSPITAL,KY,,,,,
,ROLLING HILLS HOSPITAL,OK,,,,,
,FAIRVIEW REGIONAL MEDICAL CENTER,OK,,,,,
,LATIMER COUNTY GENERAL HOSPITAL,OK,,,,,
,MASON DISTRICT HOSPITAL,HAVANA,,,,,
,WESTERN STATE HOSPITAL,KY,,,,,
,PIKEVILLE MEDICAL CENTER,KY,,,,,
,OU MEDICAL CENTER -THE CHILDREN'S HOSPITAL,OK,,,,,
,HANS P PETERSON MEMORIAL HOSPITAL,SD,,,,,
,MCALESTER REGIONAL HEALTH CENTER,OK,,,,,
,OKLAHOMA SPINE HOSPITAL,OK,,,,,
,ST JOSEPH MEDICAL CENTER,IL,,,,,
,HAZARD ARH REGIONAL MEDICAL CENTER,KY,,,,,
,TUG VALLEY ARH REGIONAL MEDICAL CENTER,KY,,,,,
,DECATUR MEMORIAL HOSPITAL,IL,,,,,
,NORTHWESTERN MEDICINE MCHENRY WOODSTOCK HUNTLEY HOSPITAL,IL,,,,,
,ADVOCATE HEALTH AND HOSPITALS CORPORATION DBA ADVOCATE BROMENN HEALTHCARE,IL,,,,,
,MEMORIAL HOSPITAL,NH,,,,,
,CHESHIRE MEDICAL CENTER,NH,,,,,
,LITTLETON REGIONAL HEALTHCARE,NH,,,,,
,ALICE PECK DAY MEMORIAL HOSPITAL,NH,,,,,
,INTEGRIS GROVE HOSPITAL,OK,,,,,
,LAKES REGION GENERAL HOSPITAL,NH,,,,,
,ACH BEHAVIORAL HEALTH AND WELLNESS SERVICES,MD,,,,,
,INTEGRIS BASS BAPTIST HEALTH CENTER,OK,,,,,
,JACKSON COUNTY MEMORIAL HOSPITAL,OK,,,,,
,HASKELL COUNTY COMMUNITY HOSPITAL,OK,,,,,
,ADVENTIST MIDWEST HEALTH DBA ADVENTIST HINSDALE HOSPITAL,IL,,,,,
,ELMHURST MEMORIAL HOSPITAL,IL,,,,,
,CENTRAL DUPAGE HOSPITAL,IL,,,,,
,ADVENTIST GLENOAKS,IL,,,,,
,ALLIANCEHEALTH WOODWARD,OK,,,,,
,SUN BEHAVIORAL HEALTH,KY,,,,,
,SOUTHWESTERN MEDICAL CENTER,OK,,,,,
,JIM TALIAFERRO COMMUNITY MENTAL HEALTH CENTER,OK,,,,,
,DRUMRIGHT REGIONAL HOSPITAL,OK,,,,,
,STILLWATER MEDICAL CENTER,OK,,,,,
,CHOCTAW MEMORIAL HOSPITAL,OK,,,,,
,NORMAN SPECIALTY HOSPITAL,OK,,,,,
,ALLIANCEHEALTH SEMINOLE,OK,,,,,
,HILLCREST HOSPITAL SOUTH,OK,,,,,
,HILLCREST MEDICAL CENTER,OK,,,,,
,MERCY HOSPITAL ARDMORE,OK,,,,,
,MERCY HOSPITAL HEALDTON,OK,,,,,
,AURORA MED CTR OSHKOSH,WI,,,,,
,AURORA MEDICAL CENTER,WI,,,,,
,LAUREATE PSYCHIATRIC CLINIC AND HOSPITAL,OK,,,,,
,HILLCREST HOSPITAL CLAREMORE,OK,,,,,
,GREAT PLAINS REGIONAL MEDICAL CENTER,OK,,,,,
,WAGONER COMMUNITY HOSPITAL,OK,,,,,
,AURORA MEDICAL CENTER BAY AREA,WI,,,,,
,MUSCOGEE (CREEK) NATION MEDICAL CENTER,OK,,,,,
,AURORA MEDICAL CENTER SUMMIT,WI,,,,,
,AURORA SHEBOYGAN MEM MED CTR,WI,,,,,
,SAINT FRANCIS HOSPITAL SOUTH,OK,,,,,
,DUNCAN REGIONAL HOSPITAL,OK,,,,,
,MERCY HOSPITAL ADA,OK,,,,,
,FREDERICK MEDICAL CLINIC,OK,,,,,
,STARR REGIONAL MEDICAL CENTER ETOWAH,TN,,,,,
,ANDROSCOGGIN VALLEY HOSPITAL,NH,,,,,
,WEEKS MEDICAL CENTER,NH,,,,,
,ST FRANCIS HOSPITAL,IL,,,,,
,OSF HOLY FAMILY MEDICAL CENTER,IL,,,,,
,MORRISON COMMUNITY HOSPITAL,IL,,,,,
,SARAH D CULBERTSON MEMORIAL HOSPITAL,IL,,,,,
,ABRAHAM LINCOLN MEMORIAL HOSPITAL,IL,,,,,
,MASSAC MEMORIAL HOSPITAL,METROPOLIS,,,,,
,PARIS COMMUNITY HOSPITAL,IL,,,,,
,CENTRAL PENINSULA GENERAL HOSPITAL,AK,,,,,
,ATLANTA VA HEALTH MEDICAL CENTER,GA,,,,,
,PIEDMONT ATHENS REGIONAL MED CENTER,GA,,,,,
,BECKLEY ARH HOSPITAL,WV,,,,,
,OWENSBORO HEALTH,KY,,,,,
,FAIRBANKS MEMORIAL HOSPITAL,AK,,,,,
,MAT-SU REGIONAL MEDICAL CENTER,AK,,,,,
,PROVIDENCE VALDEZ MEDICAL CENTER,AK,,,,,
,MANIILAQ MEDICAL CENTER,AK,,,,,
,MT EDGECUMBE HOSPITAL - SEARHC,AK,,,,,
,JACKSON COUNTY HOSPITAL,TN,,,,,
,MAURY REGIONAL HOSPITAL,TN,,,,,
,WEST TENNESSEE HEALTHCARE NORTH HOSPITAL,TN,,,,,
,GREAT FALLS CLINIC MEDICAL CENTER,MT,,,,,
,WYOMING STATE HOSPITAL,WY,,,,,
,HENRY COUNTY MEDICAL CENTER,TN,,,,,
,EPHRAIM MCDOWELL JAMES B. HAGGIN MEMORIAL HOSPITAL,KY,,,,,
,METHODIST MEDICAL CENTER OF OAK RIDGE,TN,,,,,
,ERLANGER BLEDSOE,TN,,,,,
,STARR REGIONAL MEDICAL CENTER,TN,,,,,
,TRISTAR SKYLINE MEDICAL CENTER,TN,,,,,
,KINDRED HOSPITAL - CHATTANOOGA,TN,,,,,
,ERLANGER MEDICAL CENTER,TN,,,,,
,NORTHCREST MEDICAL CENTER,TN,,,,,
,JELLICO MEDICAL CENTER,TN,,,,,
,JOHNSON CITY MEDICAL CENTER,TN,,,,,
,WILLIAMSON MEDICAL CENTER,TN,,,,,
,RIVERSIDE HOSPITAL OF LOUISIANA,ALEXANDRIA,,,,,
,RHEA MEDICAL CENTER,TN,,,,,
,SAINT THOMAS RUTHERFORD HOSPITAL,TN,,,,,
,TENNOVA HEALTHCARE PHYSICIANS REGIONAL MEDICAL CENTER,TN,,,,,
,BRISTOL REGIONAL MEDICAL CENTER,TN,,,,,
,HANCOCK COUNTY HOSPITAL,TN,,,,,
,HOLSTON VALLEY MEDICAL CENTER,TN,,,,,
,COFFEY COUNTY HOSPITAL,KS,,,,,
,STATEN ISLAND UNIVERSITY HOSPITAL - SOUTH,NY,,,,,
,HOSP SAN CRISTOBAL,PR,,,,,
,OCHSNER REHABILITATION HOSPITAL,LA,,,,,
,SOUTH CENTRAL KS MED CENTER,KS,,,,,
,WILSON MEDICAL CENTER,KS,,,,,
,THE UNIVERSITY OF KANSAS HEALTH SYSTEM GREAT BEND CAMPUS,KS,,,,,
,COMMUNITY HOSPITAL ONAGA AND ST MARYS CAMPUS,KS,,,,,
,AVAIL HEALTH LAKE CHARLES HOSPITAL,LA,,,,,
,HOSPITAL BUEN SAMARITANO,PR,,,,,
,HOSP BELLA VISTA,PR,,,,,
,HOSP DE LA CONCEPCION,PR,,,,,
,CENTRO DE SALUD INTEGRAL DE OROCOVIS,PR,,,,,
,HOSP GENERAL MENONITA - CAYEY,PR,,,,,
,ASHFORD PRESBYTERIAN COMMUNITY HOSPITAL INC,PR,,,,,
,MANATI MEDICAL CENTER DR ALEJANDRO OTERO LOPEZ,PR,,,,,
,ADMINISTRACION DE SERVICIOS MEDICOS DE PR (ASEM),PR,,,,,
,UTMB ANGLETON-DANBURY MEDICAL CENTER,TX,,,,,
,ST. DAVID'S MEDICAL CENTER,TX,,,,,
,MEDICAL CITY OF ARLINGTON,TX,,,,,
,TEXAS HEALTH HARRIS METHODIST HOSPITAL AZLE,TX,,,,,
,HOUSTON METHODIST BAYTOWN HOSPITAL,TX,,,,,
,MEMORIAL HERMANN ORTHOPEDIC AND SPINE HOSPITAL,TX,,,,,
,BAYSIDE COMMUNITY HOSPITAL,TX,,,,,
,NORTH AUSTIN MEDICAL CENTER,TX,,,,,
,ST MARYS HOSPITAL,IL,,,,,
,HOSP ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,PR,,,,,
,HIMA SAN PABLO CUPEY,PR,,,,,
,UNION CORRECTIONAL INSTITUTE HOSPITAL,FL,,,,,
,WINNIE PALMER HOSPITAL FOR WOMEN & BABIES,FL,,,,,
,WEST FLORIDA REHABILITATION INSTITUTE,FL,,,,,
,ST JOSEPH'S WOMEN'S HOSPITAL,FL,,,,,
,EASTLAND MEMORIAL HOSPITAL,TX,,,,,
,THE HOSPITALS OF PROVIDENCE EAST CAMPUS,TX,,,,,
,FREESTONE MEDICAL CENTER,TX,,,,,
,CONNALLY MEMORIAL MEDICAL CENTER,TX,,,,,
,BAYLOR SURGICAL HOSPITAL AT FORT WORTH,TX,,,,,
,BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,TX,,,,,
,NORTH TEXAS MEDICAL CENTER,TX,,,,,
,HILL COUNTRY MEMORIAL HOSPITAL,TX,,,,,
,HUNT REGIONAL MEDICAL CENTER GREENVILLE,TX,,,,,
,MEMORIAL HOSPITAL,TX,,,,,
,GRAHAM REGIONAL MEDICAL CENTER,TX,,,,,
,LAVACA MEDICAL CENTER,TX,,,,,
,MEDINA REGIONAL HOSPITAL,TX,,,,,
,CHI ST LUKES HEALTH BAYLOR COLLEGE OF MEDICINE MEDICAL CENTER,TX,,,,,
,MEMORIAL HERMANN NORTHEAST HOSPITAL,TX,,,,,
,CHRISTUS JASPER MEMORIAL HOSPITAL,TX,,,,,
,KIMBLE HOSPITAL,TX,,,,,
,MEMORIAL HERMANN KATY HOSPITAL,TX,,,,,
,PETERSON REGIONAL MEDICAL CENTER,TX,,,,,
,ASCENSION SETON MEDICAL CENTER HAYS,TX,,,,,
,COVENANT HOSPITAL LEVELLAND,TX,,,,,
,BAYLOR SCOTT AND WHITE HEALTHCARE - LLANO,TX,,,,,
,CHRISTUS GOOD SHEPHERD MEDICAL CENTER - LONGVIEW,TX,,,,,
,METHODIST MCKINNEY HOSPITAL,TX,,,,,
,MISSION REGIONAL MEDICAL CENTER,TX,,,,,
,TITUS REGIONAL MEDICAL CENTER,TX,,,,,
,HOUSTON METHODIST CLEAR LAKE HOSPITAL,TX,,,,,
,NACOGDOCHES MEDICAL CENTER,TX,,,,,
,SAINT CLARE'S HOSPITAL,IL,,,,,
,ODESSA REGIONAL MEDICAL CENTER SOUTH CAMPUS,TX,,,,,
,PALESTINE REGIONAL MEDICAL CENTER,TX,,,,,
,PARIS REGIONAL MEDICAL CENTER - SOUTH CAMPUS,TX,,,,,
,GOOD SHEPHERD MEDICAL CENTER - LINDEN,TX,,,,,
,PAMPA REGIONAL MEDICAL CENTER,TX,,,,,
,HCA HOUSTON HEALTHCARE SOUTHEAST,TX,,,,,
,SURGERY SPECIALTY HOSPITALS OF AMERICA SOUTHEAST HOUSTON,TX,,,,,
,ST. LUKE'S PATIENTS MEDICAL CENTER,TX,,,,,
,COVENANT HOSPITAL PLAINVIEW,TX,,,,,
,REEVES COUNTY HOSPITAL,TX,,,,,
,TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO,TX,,,,,
,FRIO REGIONAL HOSPITAL,TX,,,,,
,METHODIST RICHARDSON MEDICAL CENTER,TX,,,,,
,OAKBEND MEDICAL CENTER,TX,,,,,
,BAYLOR SCOTT AND WHITE HOSPITAL - ROUND ROCK,TX,,,,,
,BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKE POINTE,TX,,,,,
,VALLEY WEST COMMUNITY HOSPITAL,IL,,,,,
,SOUTHWEST GENERAL HOSPITAL,TX,,,,,
,FOUNDATION SURGICAL HOSPITAL OF SAN ANTONIO,TX,,,,,
,METHODIST STONE OAK HOSPITAL,TX,,,,,
,METHODIST TEXSAN HOSPITAL,TX,,,,,
,BAPTIST HEALTH MADISONVILLE,KY,,,,,
,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,MD,,,,,
,WILSON N JONES REGIONAL MEDICAL CENTER,TX,,,,,
,MEMORIAL HERMANN FIRST COLONY HOSPITAL,TX,,,,,
,MEMORIAL HERMANN THE WOODLANDS HOSPITAL,TX,,,,,
,HCA HOUSTON HEALTHCARE TOMBALL,TX,,,,,
,EAST TEXAS MEDICAL CENTER TRINITY,TX,,,,,
,UVALDE MEMORIAL HOSPITAL,TX,,,,,
,ASCENSION PROVIDENCE HEALTH CENTER,TX,,,,,
,HOUSTON PHYSICIANS' HOSPITAL,TX,,,,,
,PARKVIEW HOSPITAL,TX,,,,,
,NORTH RUNNELS HOSPITAL,TX,,,,,
,BAYLOR MEDICAL CENTER AT UPTOWN,TX,,,,,
,BAYLOR SCOTT & WHITE MEDICAL CENTER - MCKINNEY,TX,,,,,
,HOUSTON METHODIST WEST HOSPITAL,TX,,,,,
,CHRISTUS ST VINCENT REGIONAL MEDICAL CENTER,NM,,,,,
,HOUSTON METHODIST HOSPTIAL,TX,,,,,
,HOUSTON METHODIST WILLOWBROOK HOSPITAL,TX,,,,,
,DALLAS MEDICAL CENTER,TX,,,,,
,RENAISSANCE HOSPITAL TERRELL,TX,,,,,
,BAYLOR SCOTT & WHITE EMERGENCY HOSPITAL AT CEDAR PARK,TX,,,,,
,BAYLOR SCOTT & WHITE MEDICAL CENTER - LAKEWAY,TX,,,,,
,BAYLOR SCOTT & WHITE MEDICAL CENTER - HILLCREST,TX,,,,,
,TEXAS HEALTH HARRIS METHODIST HOSPITAL ALLIANCE,TX,,,,,
,ST DAVID'S GEORGETOWN HOSPITAL,TX,,,,,
,ST LUKE'S BAPTIST HOSPITAL,TX,,,,,
,HARRIS HEALTH SYSTEM LYNDON B JOHNSON GENERAL HOSP,TX,,,,,
,EAST HOUSTON REGIONAL MED CTR,TX,,,,,
,BAPTIST EMERGENCY HOSPITAL - ZARZAMORA,TX,,,,,
,MEMORIAL HERMANN PEARLAND HOSPITAL,TX,,,,,
,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,TX,,,,,
,EMINENT MEDICAL CENTER,TX,,,,,
,MEMORIAL HOSPITAL FOR CANCER AND ALLIED DISEASES,NY,,,,,
,SCENIC MOUNTAIN MEDICAL CENTER,TX,,,,,
,LEGENT HOSPITAL FOR SPECIAL SURGERY,TX,,,,,
,BAPTIST EMERGENCY HOSPITAL,TX,,,,,
,RESOLUTE HEALTH,TX,,,,,
,FIRST BAPTIST MEDICAL CENTER,TX,,,,,
,STEWARD HILLSIDE REHABILITATION HOSPITAL,OH,,,,,
,SELECT SPECIALTY HOSPITAL - YOUNGSTOWN,OH,,,,,
,RIDGEVIEW HOSPITAL,OH,,,,,
,BAYLOR SCOTT & WHITE MEDICAL CENTER AT WAXAHACHIE,TX,,,,,
,MEMORIAL HERMANN SURGICAL HOSPITAL FIRST COLONY,TX,,,,,
,BAY AREA REGIONAL MEDICAL CENTER,TX,,,,,
,SOUTH TEXAS SURGICAL HOSPITAL,TX,,,,,
,FIRST TEXAS HOSPITAL,TX,,,,,
,HARRIS HEALTH SYSTEM QUENTIN MEASE HOSPITAL,TX,,,,,
,ST CHARLES - MADRAS,OR,,,,,
,FAITH COMMUNITY HOSPITAL,TX,,,,,
,THE CORPUS CHRISTI MEDICAL CENTER - NORTHWEST,TX,,,,,
,REAGAN MEMORIAL HOSPITAL,TX,,,,,
,MEDICAL CITY OF ALLIANCE,TX,,,,,
,JOHNSTON MEMORIAL HOSPITAL,VA,,,,,
,ST. LUKE'S REHABILITATION,ID,,,,,
,ST. LUKE'S WOOD RIVER MEDICAL CENTER,ID,,,,,
,FRANCISCAN ST FRANCIS HEALTH - CARMEL,IN,,,,,
,ESKENAZI HEALTH,IN,,,,,
,LAKE GRANBURY MEDICAL CENTER,TX,,,,,
,LIMESTONE MEDICAL CENTER,TX,,,,,
,NAVAL MEDICAL CENTER PORTSMOUTH,VA,,,,,
,LAMB HEALTHCARE CENTER,TX,,,,,
,UNIVERSITY OF MINNESOTA MEDICAL CENTER-FAIRVIEW-EAST BANK-ER,MN,,,,,
,EDWARD PLAINFIELD,IL,,,,,
,TEXAS HEALTH PRESBYTERIAN HOSPITAL ROCKWALL,TX,,,,,
,VA MEDICAL CENTER - KANSAS CITY,MO,,,,,
,LAWTON INDIAN HOSPITAL,OK,,,,,
,VA MEDICAL CENTER - OMAHA,NE,,,,,
,ATRIUM MEDICAL CENTER AT CORINTH,TX,,,,,
,KINDRED HOSPITAL HOUSTON NORTHWEST,TX,,,,,
,HCA HOUSTON HEATHCARE SPECIALTY HOSPITAL,TX,,,,,
,SE TEXAS ER AND HOSPITAL,TX,,,,,
,PAM SPECIALTY HOSPITAL OF LULING,TX,,,,,
,DUBUIS HOSPITAL OF PARIS,TX,,,,,
,KINDRED HOSPITAL - SAN ANTONIO,TX,,,,,
,KINDRED HOSPITAL SUGAR LAND,TX,,,,,
,ATRIUM MEDICAL CENTER,TX,,,,,
,PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,TX,,,,,
,BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL,TX,,,,,
,GEORGE H. O'BRIEN,BIG SPRING,,,,,
,ALLEGIANCE HEALTH CENTER PERMIAN BASIN,TX,,,,,
,AURORA SINAI MEDICAL CENTER,WI,,,,,
,VA HEALTH CARE CENTER (HCC) AT HARLINGEN,TX,,,,,
,NIX HEALTH CARE SYSTEM,TX,,,,,
,KAHUKU MEDICAL CENTER,HI,,,,,
,KINGWOOD PINES HOSPITAL,TX,,,,,
,SUNRISE CANYON,TX,,,,,
,AUSTIN OAKS HOSPITAL,TX,,,,,
,DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,TX,,,,,
,OCEANS BEHAVIORAL HOSPITAL OF THE PERMIAN BASIN,TX,,,,,
,PALMS BEHAVIORAL HEALTH,TX,,,,,
,BEHAVIORAL MEDICINE AT RENAISSANCE,TX,,,,,
,THE PAVILIION,TX,,,,,
,UT HEALTH EAST TEXAS BEHAVIORAL HEALTH CENTER,TX,,,,,
,GEORGETOWN BEHAVIORAL HEALTH INSTITUE,TX,,,,,
,NORTH HAWAII COMMUNITY HOSPITAL,HI,,,,,
,CHI ST JOSEPH REHAB HOSPITAL,TX,,,,,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DALLAS,TX,,,,,
,HEALTHSOUTH REHABILITATION HOSPITAL OF FORTH WORTH,TX,,,,,
,ENCOMPASS HEALTH REHABILITATION OF CITY VIEW,TX,,,,,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF HUMBLE,TX,,,,,
,CHRISTUS TRINITY MOTHER FRANCES REHABILITATION HOSPITAL,TX,,,,,
,KINDRED REHABILITATION HOSPITAL CLEAR LAKE,TX,,,,,
,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF WICHITA FALLS,TX,,,,,
,ICARE REHABILTATION HOSPITAL,TX,,,,,
,BAYLOR INSTITUTE FOR REHABILITATION AT NORTHWEST DALLAS,TX,,,,,
,PAM REHABILITATION HOSPITAL OF VICTORIA,TX,,,,,
,LAS PALMAS REHABILITATION HOSPITAL,TX,,,,,
,REBA MCENTIRE CENTER FOR REHABILITATION,TX,,,,,
,WARM SPRINGS REHABILITATION HOSPITAL OF KYLE,TX,,,,,
,PROVIDENCE HOSPITAL,TX,,,,,
,PHYSICIANS SURGICAL HOSPITAL - QUAIL CREEK,TX,,,,,
,NORTHWEST HILLS SURGICAL HOSPITAL,TX,,,,,
,USMD HOSPITAL AT ARLINGTON,TX,,,,,
,BAYLOR ORTHOPEDIC AND SPINE HOSPITAL AT ARLINGTON,TX,,,,,
,UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,HOUSTON,,,,,
,LUBBOCK HEART HOSPITAL,TX,,,,,
,SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,TX,,,,,
,BAYLOR HEART AND VASCULAR CENTER,TX,,,,,
,LEGENT ORTHOPEDIC + SPINE,TX,,,,,
,MCALLEN HEART HOSPITAL,TX,,,,,
,METHODIST SPECIALTY & TRANSPLANT HOSPITAL,TX,,,,,
,ALTUS BAYTOWN HOSPITAL,TX,,,,,
,PHYSICIANS SURGICAL HOSPITAL - PANHANDLE CAMPUS,TX,,,,,
,SHELBY BAPTIST MEDICAL CENTER,ALABASTER,,,,,
,SOUTHEAST ALABAMA MEDICAL CENTER,AL,,,,,
,MEDICAL CENTER BARBOUR,AL,,,,,
,GROVE HILL MEMORIAL HOSPITAL,AL,,,,,
,ATMORE COMMUNITY HOSPITAL,AL,,,,,
,NORTH MISSISSIPPI MEDICAL CENTER - HAMILTON,AL,,,,,
,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,DECATUR,,,,,
,GADSDEN REGIONAL MEDICAL CENTER,AL,,,,,
,SHRINERS HOSPITAL FOR CHILDREN,HI,,,,,
,MENTAL HEALTH INSTITUTE,IA,,,,,
,CHI HEALTH MERCY HOSPITAL,IA,,,,,
,GROVE CREEK MEDICAL CENTER,ID,,,,,
,MOUNTAIN VIEW HOSPITAL,ID,,,,,
,PORTNEUF MEDICAL CENTER,ID,,,,,
,GENESIS MEDICAL CENTER ALEDO,IL,,,,,
,BLUE ISLAND HOSPITAL CO LLC DBA METROSOUTH MEDICAL CENTER,IL,,,,,
,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT MARY OF NAZARETH HOSPITAL CENTER,IL,,,,,
,ADVOCATE TRINITY HOSPITAL,IL,,,,,
,CHICAGO BEHAVIORAL HOSPITAL,IL,,,,,
,PRESANCE CHICAGO HOSPITALS NETWORK DBA PRESENCE HOLY FAMILY MEDICAL CENTER,IL,,,,,
,MERCY HARVARD HOSPITAL,IL,,,,,
,HI-DESERT MEDICAL CENTER,CA,,,,,
,EDGEMOOR GERIATRIC HOSPITAL,CA,,,,,
,DEPARTMENT OF STATE HOSPITAL - ATASCADERO,CA,,,,,
,HEALDSBURG DISTRICT HOSPITAL,CA,,,,,
,PALMDALE REGIONAL MEDICAL CENTER,CA,,,,,
,SAN DIMAS COMMUNITY HOSPITAL,CA,,,,,
,SAN GABRIEL VALLEY MEDICAL CENTER,CA,,,,,
,MENIFEE VALLEY MEDICAL CENTER,CA,,,,,
,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER - D/P APH,CA,,,,,
,CIRBY HILLS BEHAVIORAL HEALTH,CA,,,,,
,FRESNO HEART AND SURGICAL HOSPITAL,CA,,,,,
,SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,CA,,,,,
,JEROLD PHELPS COMMUNITY HOSPITAL,CA,,,,,
,MAMMOTH HOSPITAL,CA,,,,,
,CHAPMAN MEDICAL CENTER,CA,,,,,
,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID,CA,,,,,
,STANISLAUS SURGICAL HOSPITAL,CA,,,,,
,PORTERVILLE DEVELOPMENTAL CENTER,CA,,,,,
,EASTSIDE MEDICAL CENTER,GA,,,,,
,CANDLER COUNTY HOSPITAL,GA,,,,,
,SELECT SPECIALTY HOSPITAL - ATLANTA,ATLANTA,,,,,
,PUTNAM GENERAL HOSPITAL,GA,,,,,
,COLQUITT REGIONAL MEDICAL CENTER,MOULTRIE,,,,,
,EVANS MEMORIAL HOSPITAL,GA,,,,,
,TULANE - LAKESIDE HOSPITAL,LA,,,,,
,MILLER COUNTY HOSPITAL,GA,,,,,
,PIEDMONT ROCKDALE HOSPITAL,GA,,,,,
,WARM SPRINGS MEDICAL CENTER,GA,,,,,
,JEFFERSON HOSPITAL,GA,,,,,
,JEFF DAVIS HOSPITAL,HAZLEHURST,,,,,
,UNION GENERAL HOSPITAL,GA,,,,,
,JENKINS COUNTY HOSPITAL,GA,,,,,
,INDIANA UNIVERSITY HEALTH TRANSPLANT,IN,,,,,
,TULANE MEDICAL CENTER,LA,,,,,
,ST. JAMES BEHAVIORAL HEALTH HOSPITAL,LA,,,,,
,FRANKLIN FOUNDATION HOSPITAL,LA,,,,,
,PHYSICIANS MEDICAL CENTER,LA,,,,,
